N	Unused	Total	%Cov	%Cov(50)	%Cov(95)	Accession	Name	Species	Peptides(95%)			Biological Processes	Molecular Function	PANTHER ID
94	2	2	15.7700002193451	4.10099998116493	4.10099998116493	sp|Q8NHW5|RLA0L_HUMAN	60S acidic ribosomal protein P0-like OS=Homo sapiens GN=RPLP0P6 PE=5 SV=1	HUMAN	1					
94	0	2	11.0399998724461	4.10099998116493	4.10099998116493	sp|P05388|RLA0_HUMAN	60S acidic ribosomal protein P0 OS=Homo sapiens GN=RPLP0 PE=1 SV=1	HUMAN	1					
95	2	2	11.5900002419949	4.34800013899803	4.34800013899803	sp|Q13148|TADBP_HUMAN	TAR DNA-binding protein 43 OS=Homo sapiens GN=TARDBP PE=1 SV=1	HUMAN	1					
96	2	2	8.50099995732307	2.88200005888939	2.88200005888939	sp|P42166|LAP2A_HUMAN	Lamina-associated polypeptide 2, isoform alpha OS=Homo sapiens GN=TMPO PE=1 SV=2	HUMAN	1					
97	2	2	8.77199992537498	3.94699983298779	3.94699983298779	sp|Q9Y265|RUVB1_HUMAN	RuvB-like 1 OS=Homo sapiens GN=RUVBL1 PE=1 SV=1	HUMAN	1					
98	2	2	3.83800007402897	1.5990000218153	1.5990000218153	sp|Q86XP3|DDX42_HUMAN	ATP-dependent RNA helicase DDX42 OS=Homo sapiens GN=DDX42 PE=1 SV=1	HUMAN	1					
99	2	2	8.58900025486946	3.98800000548363	3.98800000548363	sp|Q15717|ELAV1_HUMAN	ELAV-like protein 1 OS=Homo sapiens GN=ELAVL1 PE=1 SV=2	HUMAN	1					
100	2	2	14.8100003600121	8.95100012421608	8.95100012421608	sp|P67809|YBOX1_HUMAN	Nuclease-sensitive element-binding protein 1 OS=Homo sapiens GN=YBX1 PE=1 SV=3	HUMAN	2					
101	2	2	27.1800011396408	12.6200005412102	12.6200005412102	sp|P62805|H4_HUMAN	Histone H4 OS=Homo sapiens GN=HIST1H4A PE=1 SV=2	HUMAN	1					
102	2	2	13.459999859333	6.25	6.25	sp|P62241|RS8_HUMAN	40S ribosomal protein S8 OS=Homo sapiens GN=RPS8 PE=1 SV=2	HUMAN	1					
103	2	2	4.17600013315678	4.17600013315678	4.17600013315678	sp|Q05048|CSTF1_HUMAN	Cleavage stimulation factor subunit 1 OS=Homo sapiens GN=CSTF1 PE=1 SV=1	HUMAN	1					
104	2	2	13.5600000619888	13.5600000619888	13.5600000619888	sp|P62316|SMD2_HUMAN	Small nuclear ribonucleoprotein Sm D2 OS=Homo sapiens GN=SNRPD2 PE=1 SV=1	HUMAN	1					
105	2	2	17.1100005507469	17.1100005507469	17.1100005507469	sp|P62308|RUXG_HUMAN	Small nuclear ribonucleoprotein G OS=Homo sapiens GN=SNRPG PE=1 SV=1	HUMAN	1					
105	0	2	17.1100005507469	17.1100005507469	17.1100005507469	sp|A8MWD9|RUXGL_HUMAN	Putative small nuclear ribonucleoprotein G-like protein 15 OS=Homo sapiens GN=SNRPGP15 PE=5 SV=2	HUMAN	1					
106	2	2	2.364999987185	2.364999987185	2.364999987185	sp|P27824|CALX_HUMAN	Calnexin OS=Homo sapiens GN=CANX PE=1 SV=2	HUMAN	1					
107	2	2	23.3600005507469	23.3600005507469	23.3600005507469	sp|P17096|HMGA1_HUMAN	High mobility group protein HMG-I/HMG-Y OS=Homo sapiens GN=HMGA1 PE=1 SV=3	HUMAN	1					
108	2	2	4.09599989652634	4.09599989652634	4.09599989652634	sp|P15880|RS2_HUMAN	40S ribosomal protein S2 OS=Homo sapiens GN=RPS2 PE=1 SV=2	HUMAN	1					
109	2	2	6.0979999601841	6.0979999601841	6.0979999601841	sp|O43684|BUB3_HUMAN	Mitotic checkpoint protein BUB3 OS=Homo sapiens GN=BUB3 PE=1 SV=1	HUMAN	1					
110	2	2	2.72000003606081	2.72000003606081	2.72000003606081	sp|O43670|ZN207_HUMAN	BUB3-interacting and GLEBS motif-containing protein ZNF207 OS=Homo sapiens GN=ZNF207 PE=1 SV=1	HUMAN	1					
111	1.85	1.85	29.0800005197525	14.8900002241135	4.61000017821789	sp|P09012|SNRPA_HUMAN	U1 small nuclear ribonucleoprotein A OS=Homo sapiens GN=SNRPA PE=1 SV=3	HUMAN	1					
112	1.85	1.85	7.27899968624115	2.25300006568432	2.25300006568432	sp|Q9NZI8|IF2B1_HUMAN	Insulin-like growth factor 2 mRNA-binding protein 1 OS=Homo sapiens GN=IGF2BP1 PE=1 SV=2	HUMAN	1					
112	0	1.85	8.11700001358986	2.24500000476837	2.24500000476837	sp|O00425|IF2B3_HUMAN	Insulin-like growth factor 2 mRNA-binding protein 3 OS=Homo sapiens GN=IGF2BP3 PE=1 SV=2	HUMAN	1					
112	0	1.85	5.17500005662441	2.17000003904104	2.17000003904104	sp|Q9Y6M1|IF2B2_HUMAN	Insulin-like growth factor 2 mRNA-binding protein 2 OS=Homo sapiens GN=IGF2BP2 PE=1 SV=2	HUMAN	1					
113	1.84	1.84	10.5499997735023	1.96899995207787	1.96899995207787	sp|Q92945|FUBP2_HUMAN	Far upstream element-binding protein 2 OS=Homo sapiens GN=KHSRP PE=1 SV=4	HUMAN	1					
114	1.83	1.83	30.8200001716614	9.5890000462532	9.5890000462532	sp|P62249|RS16_HUMAN	40S ribosomal protein S16 OS=Homo sapiens GN=RPS16 PE=1 SV=2	HUMAN	1					
115	1.82	1.85	11.0799998044968	4.70900014042854	4.70900014042854	sp|Q15019|SEPT2_HUMAN	Septin-2 OS=Homo sapiens GN=SEPT2 PE=1 SV=1	HUMAN	1					
116	1.8	1.8	9.76400002837181	4.03999984264374	4.03999984264374	sp|P46777|RL5_HUMAN	60S ribosomal protein L5 OS=Homo sapiens GN=RPL5 PE=1 SV=3	HUMAN	1					
117	1.79	1.79	12.33000010252	2.33800001442432	1.27499997615814	sp|O94906|PRP6_HUMAN	Pre-mRNA-processing factor 6 OS=Homo sapiens GN=PRPF6 PE=1 SV=1	HUMAN	1					
118	1.78	1.79	47.0899999141693	18.6000004410744	10.4699999094009	sp|Q14011|CIRBP_HUMAN	Cold-inducible RNA-binding protein OS=Homo sapiens GN=CIRBP PE=1 SV=1	HUMAN	1					
119	1.77	1.77	27.2100001573563	8.08800011873245	8.08800011873245	sp|Q71DI3|H32_HUMAN	Histone H3.2 OS=Homo sapiens GN=HIST2H3A PE=1 SV=3	HUMAN	1					
119	0	1.77	27.2100001573563	8.08800011873245	8.08800011873245	sp|Q16695|H31T_HUMAN	Histone H3.1t OS=Homo sapiens GN=HIST3H3 PE=1 SV=3	HUMAN	1					
119	0	1.77	27.2100001573563	8.08800011873245	8.08800011873245	sp|P84243|H33_HUMAN	Histone H3.3 OS=Homo sapiens GN=H3F3A PE=1 SV=2	HUMAN	1					
119	0	1.77	27.2100001573563	8.08800011873245	8.08800011873245	sp|P68431|H31_HUMAN	Histone H3.1 OS=Homo sapiens GN=HIST1H3A PE=1 SV=2	HUMAN	1					
120	1.74	1.74	17.739999294281	4.15100008249283	2.07499992102385	sp|O75475|PSIP1_HUMAN	PC4 and SFRS1-interacting protein OS=Homo sapiens GN=PSIP1 PE=1 SV=1	HUMAN	1					
121	1.72	1.72	9.2069998383522	3.70800010859966	2.17400006949902	sp|Q9P2I0|CPSF2_HUMAN	Cleavage and polyadenylation specificity factor subunit 2 OS=Homo sapiens GN=CPSF2 PE=1 SV=2	HUMAN	1					
122	1.68	1.68	10.9099999070168	4.24199998378754	3.93900014460087	sp|Q52LJ0|FA98B_HUMAN	Protein FAM98B OS=Homo sapiens GN=FAM98B PE=1 SV=1	HUMAN	1					
122	0	1.68	5.77999986708164	2.69699990749359	2.50499993562698	sp|Q8NCA5|FA98A_HUMAN	Protein FAM98A OS=Homo sapiens GN=FAM98A PE=1 SV=1	HUMAN	1					
123	1.64	1.64	10.6700003147125	3.20000015199184	3.20000015199184	sp|P35659|DEK_HUMAN	Protein DEK OS=Homo sapiens GN=DEK PE=1 SV=1	HUMAN	1					
124	1.58	1.58	12.7900004386902	2.61599998921156	2.61599998921156	sp|Q13247|SRSF6_HUMAN	Serine/arginine-rich splicing factor 6 OS=Homo sapiens GN=SRSF6 PE=1 SV=2	HUMAN	1					
125	1.56	1.56	12.8800004720688	10.1700000464916	4.40700016915798	sp|P08865|RSSA_HUMAN	40S ribosomal protein SA OS=Homo sapiens GN=RPSA PE=1 SV=4	HUMAN	1					
126	1.51	1.51	5.74200004339218	1.40800001099706	1.40800001099706	sp|Q8N163|CCAR2_HUMAN	Cell cycle and apoptosis regulator protein 2 OS=Homo sapiens GN=CCAR2 PE=1 SV=2	HUMAN	1					
127	1.48	1.48	24.4299992918968	14.4800007343292	9.95500013232231	sp|Q01130|SRSF2_HUMAN	Serine/arginine-rich splicing factor 2 OS=Homo sapiens GN=SRSF2 PE=1 SV=4	HUMAN	1					
128	1.42	1.42	10.2099999785423	6.4130000770092	4.03800010681152	sp|Q9BY77|PDIP3_HUMAN	Polymerase delta-interacting protein 3 OS=Homo sapiens GN=POLDIP3 PE=1 SV=2	HUMAN	1					
129	1.4	1.4	12.9899993538857	4.7240000218153	4.7240000218153	sp|P61289|PSME3_HUMAN	Proteasome activator complex subunit 3 OS=Homo sapiens GN=PSME3 PE=1 SV=1	HUMAN	1					
130	1.33	1.33	10.3200003504753	4.42299991846085	4.42299991846085	sp|Q96EP5|DAZP1_HUMAN	DAZ-associated protein 1 OS=Homo sapiens GN=DAZAP1 PE=1 SV=1	HUMAN	1					
131	1.32	1.32	9.7170002758503	3.23899984359741	3.23899984359741	sp|Q08170|SRSF4_HUMAN	Serine/arginine-rich splicing factor 4 OS=Homo sapiens GN=SRSF4 PE=1 SV=2	HUMAN	1					
132	1.3	1.3	20.8000004291534	4.58699986338615	4.58699986338615	sp|P62140|PP1B_HUMAN	Serine/threonine-protein phosphatase PP1-beta catalytic subunit OS=Homo sapiens GN=PPP1CB PE=1 SV=3	HUMAN	1					
132	0	1.3	4.54499982297421	4.54499982297421	4.54499982297421	sp|P62136|PP1A_HUMAN	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit OS=Homo sapiens GN=PPP1CA PE=1 SV=1	HUMAN	1					
132	0	1.3	4.64400015771389	4.64400015771389	4.64400015771389	sp|P36873|PP1G_HUMAN	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit OS=Homo sapiens GN=PPP1CC PE=1 SV=1	HUMAN	1					
133	1.25	1.25	22.2200006246567	3.92200015485287	3.92200015485287	sp|Q99848|EBP2_HUMAN	Probable rRNA-processing protein EBP2 OS=Homo sapiens GN=EBNA1BP2 PE=1 SV=2	HUMAN	1					
134	1.24	1.24	9.375	9.375	9.375	sp|P32969|RL9_HUMAN	60S ribosomal protein L9 OS=Homo sapiens GN=RPL9 PE=1 SV=1	HUMAN	1					
135	1.19	1.19	31.7799985408783	6.97700008749962	6.97700008749962	sp|Q9BTM1|H2AJ_HUMAN	Histone H2A.J OS=Homo sapiens GN=H2AFJ PE=1 SV=1	HUMAN	1					
135	0	1.19	32.030001282692	7.03099966049194	7.03099966049194	sp|Q99878|H2A1J_HUMAN	Histone H2A type 1-J OS=Homo sapiens GN=HIST1H2AJ PE=1 SV=3	HUMAN	1					
135	0	1.19	32.030001282692	7.03099966049194	7.03099966049194	sp|Q96KK5|H2A1H_HUMAN	Histone H2A type 1-H OS=Homo sapiens GN=HIST1H2AH PE=1 SV=3	HUMAN	1					
135	0	1.19	31.5400004386902	6.92299976944923	6.92299976944923	sp|Q93077|H2A1C_HUMAN	Histone H2A type 1-C OS=Homo sapiens GN=HIST1H2AC PE=1 SV=3	HUMAN	1					
135	0	1.19	31.5400004386902	6.92299976944923	6.92299976944923	sp|Q8IUE6|H2A2B_HUMAN	Histone H2A type 2-B OS=Homo sapiens GN=HIST2H2AB PE=1 SV=3	HUMAN	1					
135	0	1.19	31.5400004386902	6.92299976944923	6.92299976944923	sp|Q6FI13|H2A2A_HUMAN	Histone H2A type 2-A OS=Homo sapiens GN=HIST2H2AA3 PE=1 SV=3	HUMAN	1					
135	0	1.19	31.7799985408783	6.97700008749962	6.97700008749962	sp|Q16777|H2A2C_HUMAN	Histone H2A type 2-C OS=Homo sapiens GN=HIST2H2AC PE=1 SV=4	HUMAN	1					
135	0	1.19	31.5400004386902	6.92299976944923	6.92299976944923	sp|P0C0S8|H2A1_HUMAN	Histone H2A type 1 OS=Homo sapiens GN=HIST1H2AG PE=1 SV=2	HUMAN	1					
135	0	1.19	24.2200002074242	7.03099966049194	7.03099966049194	sp|P0C0S5|H2AZ_HUMAN	Histone H2A.Z OS=Homo sapiens GN=H2AFZ PE=1 SV=2	HUMAN	1					
135	0	1.19	21.3699996471405	6.87000006437302	6.87000006437302	sp|Q96QV6|H2A1A_HUMAN	Histone H2A type 1-A OS=Homo sapiens GN=HIST1H2AA PE=1 SV=3	HUMAN	1					
135	0	1.19	21.5399995446205	6.92299976944923	6.92299976944923	sp|Q7L7L0|H2A3_HUMAN	Histone H2A type 3 OS=Homo sapiens GN=HIST3H2A PE=1 SV=3	HUMAN	1					
135	0	1.19	15.6299993395805	7.03099966049194	7.03099966049194	sp|Q71UI9|H2AV_HUMAN	Histone H2A.V OS=Homo sapiens GN=H2AFV PE=1 SV=3	HUMAN	1					
135	0	1.19	21.5399995446205	6.92299976944923	6.92299976944923	sp|P20671|H2A1D_HUMAN	Histone H2A type 1-D OS=Homo sapiens GN=HIST1H2AD PE=1 SV=2	HUMAN	1					
135	0	1.19	19.5800006389618	6.29400014877319	6.29400014877319	sp|P16104|H2AX_HUMAN	Histone H2AX OS=Homo sapiens GN=H2AFX PE=1 SV=2	HUMAN	1					
135	0	1.19	21.5399995446205	6.92299976944923	6.92299976944923	sp|P04908|H2A1B_HUMAN	Histone H2A type 1-B/E OS=Homo sapiens GN=HIST1H2AB PE=1 SV=2	HUMAN	1					
136	1.17	1.17	11.8100002408028	3.39899994432926	3.39899994432926	sp|Q9UHX1|PUF60_HUMAN	Poly(U)-binding-splicing factor PUF60 OS=Homo sapiens GN=PUF60 PE=1 SV=1	HUMAN	1					
137	1.17	1.17	8.47100019454956	2.58799996227026	2.58799996227026	sp|Q09028|RBBP4_HUMAN	Histone-binding protein RBBP4 OS=Homo sapiens GN=RBBP4 PE=1 SV=3	HUMAN	1					
137	0	1.17	2.58799996227026	2.58799996227026	2.58799996227026	sp|Q16576|RBBP7_HUMAN	Histone-binding protein RBBP7 OS=Homo sapiens GN=RBBP7 PE=1 SV=1	HUMAN	1					
138	1.12	1.12	5.62199987471104	5.62199987471104	5.62199987471104	sp|Q9P0L0|VAPA_HUMAN	Vesicle-associated membrane protein-associated protein A OS=Homo sapiens GN=VAPA PE=1 SV=3	HUMAN	1					
139	1.1	1.1	2.84700002521276	1.23800002038479	1.23800002038479	sp|P25205|MCM3_HUMAN	DNA replication licensing factor MCM3 OS=Homo sapiens GN=MCM3 PE=1 SV=3	HUMAN	1					
140	1.06	1.06	3.80100011825562	2.3530000820756	0.995500013232231	sp|Q92922|SMRC1_HUMAN	SWI/SNF complex subunit SMARCC1 OS=Homo sapiens GN=SMARCC1 PE=1 SV=3	HUMAN	1					
140	0	1.06	3.87100018560886	0.906100030988455	0.906100030988455	sp|Q8TAQ2|SMRC2_HUMAN	SWI/SNF complex subunit SMARCC2 OS=Homo sapiens GN=SMARCC2 PE=1 SV=1	HUMAN	1					
141	1.04	1.04	46.9900012016296	39.7599995136261	18.07000041008	sp|P63220|RS21_HUMAN	40S ribosomal protein S21 OS=Homo sapiens GN=RPS21 PE=1 SV=1	HUMAN	1					
142	1.02	1.02	8.31699967384338	3.40700000524521	3.40700000524521	sp|P78347|GTF2I_HUMAN	General transcription factor II-I OS=Homo sapiens GN=GTF2I PE=1 SV=2	HUMAN	2					
143	1.01	1.01	3.08899991214275	3.08899991214275	3.08899991214275	RRRRRsp|Q75VX8|GAREL_HUMAN	REVERSED GRB2-associated and regulator of MAPK protein-like OS=Homo sapiens GN=GAREML PE=2 SV=3	HUMAN	1					
144	0.96	0.96	12.2400000691414	1.80799998342991	1.80799998342991	sp|P33993|MCM7_HUMAN	DNA replication licensing factor MCM7 OS=Homo sapiens GN=MCM7 PE=1 SV=4	HUMAN	1					
145	0.94	0.94	11.9800001382828	5.74899986386299	2.03600004315376	sp|Q13263|TIF1B_HUMAN	Transcription intermediary factor 1-beta OS=Homo sapiens GN=TRIM28 PE=1 SV=5	HUMAN	1					
146	0.94	0.94	4.31299991905689	1.61700006574392	1.61700006574392	sp|P16070|CD44_HUMAN	CD44 antigen OS=Homo sapiens GN=CD44 PE=1 SV=3	HUMAN	1					
147	0.84	0.84	8.22999998927116	8.22999998927116	8.22999998927116	sp|P04264|K2C1_HUMAN	Keratin, type II cytoskeletal 1 OS=Homo sapiens GN=KRT1 PE=1 SV=6	HUMAN	3					
147	0	0.84	8.22999998927116	8.22999998927116	8.22999998927116	cont|000135	cra|hCP1609934.2| keratin 1 (epidermolytic hyperkeratosis) [Homo sapiens (contaminant)]	Homo sapiens (contaminant)	3					
147	0	0.84	8.22999998927116	8.22999998927116	8.22999998927116	cont|000134	rf|NP_006112.2| keratin 1 [Homo sapiens (contaminant)]	Homo sapiens (contaminant)	3					
147	0	0.84	8.22999998927116	8.22999998927116	8.22999998927116	cont|000132	sp|P04264| K2C1_HUMAN Keratin, type II cytoskeletal 1 (Cytokeratin 1) (K1) (CK 1) (67 kDa cytokeratin) (Hair alpha protein) [Homo sapiens (contaminant)]	Homo sapiens (contaminant)	3					
148	0.81	0.81	5.68899996578693	0.768799986690283	0.768799986690283	sp|P49750|YLPM1_HUMAN	YLP motif-containing protein 1 OS=Homo sapiens GN=YLPM1 PE=1 SV=3	HUMAN	1					
149	0.75	0.75	18.75	3.75000014901161	3.75000014901161	sp|Q01081|U2AF1_HUMAN	Splicing factor U2AF 35 kDa subunit OS=Homo sapiens GN=U2AF1 PE=1 SV=3	HUMAN	1					
149	0	0.75	4.09100018441677	4.09100018441677	4.09100018441677	sp|Q8WU68|U2AF4_HUMAN	Splicing factor U2AF 26 kDa subunit OS=Homo sapiens GN=U2AF1L4 PE=1 SV=2	HUMAN	1					
150	0.74	0.74	2.34500002115965	2.34500002115965	0	RRRRRsp|Q5VZE5|NAA35_HUMAN	REVERSED N-alpha-acetyltransferase 35, NatC auxiliary subunit OS=Homo sapiens GN=NAA35 PE=1 SV=1	HUMAN	0					
151	0.73	0.73	22.3000004887581	6.75700008869171	3.88499982655048	sp|Q92804|RBP56_HUMAN	TATA-binding protein-associated factor 2N OS=Homo sapiens GN=TAF15 PE=1 SV=1	HUMAN	1					
152	0.72	0.72	4.94999997317791	1.09099997207522	0	sp|Q9NQC3|RTN4_HUMAN	Reticulon-4 OS=Homo sapiens GN=RTN4 PE=1 SV=2	HUMAN	0					
153	0.71	0.71	5.11399991810322	1.21799996122718	0	sp|O95239|KIF4A_HUMAN	Chromosome-associated kinesin KIF4A OS=Homo sapiens GN=KIF4A PE=1 SV=3	HUMAN	0					
154	0.7	0.7	20.3400000929832	11.8600003421307	2.44800001382828	sp|P14618|KPYM_HUMAN	Pyruvate kinase PKM OS=Homo sapiens GN=PKM PE=1 SV=4	HUMAN	1					
155	0.64	0.64	39.070001244545	18.5399994254112	0	sp|P62263|RS14_HUMAN	40S ribosomal protein S14 OS=Homo sapiens GN=RPS14 PE=1 SV=3	HUMAN	0					
156	0.64	0.64	8.46600010991097	8.46600010991097	0	RRRRRsp|P01112|RASH_HUMAN	REVERSED GTPase HRas OS=Homo sapiens GN=HRAS PE=1 SV=1	HUMAN	0					
156	0	0.64	8.46600010991097	8.46600010991097	0	RRRRRsp|P01111|RASN_HUMAN	REVERSED GTPase NRas OS=Homo sapiens GN=NRAS PE=1 SV=1	HUMAN	0					
157	0.61	0.61	17.9299995303154	9.23900008201599	0	RRRRRsp|P10109|ADX_HUMAN	REVERSED Adrenodoxin, mitochondrial OS=Homo sapiens GN=FDX1 PE=1 SV=1	HUMAN	0					
158	0.58	1.06	48.4200000762939	15.8399999141693	0	sp|Q13242|SRSF9_HUMAN	Serine/arginine-rich splicing factor 9 OS=Homo sapiens GN=SRSF9 PE=1 SV=1	HUMAN	0					
159	0.57	0.58	3.07199992239475	0.594600010663271	0	RRRRRsp|Q9Y485|DMXL1_HUMAN	REVERSED DmX-like protein 1 OS=Homo sapiens GN=DMXL1 PE=1 SV=3	HUMAN	0					
160	0.57	0.57	6.63900002837181	1.52099998667836	0	sp|Q7Z6P3|RAB44_HUMAN	Ras-related protein Rab-44 OS=Homo sapiens GN=RAB44 PE=1 SV=3	HUMAN	0					
160	0	0.57	20.9000006318092	5.47300018370152	0	sp|Q92928|RAB1C_HUMAN	Putative Ras-related protein Rab-1C OS=Homo sapiens GN=RAB1C PE=5 SV=2	HUMAN	0					
160	0	0.57	5.27000017464161	1.486000046134	0	sp|Q8IZ41|RASEF_HUMAN	Ras and EF-hand domain-containing protein OS=Homo sapiens GN=RASEF PE=1 SV=1	HUMAN	0					
160	0	0.57	12.4399997293949	5.47300018370152	0	sp|Q9H0U4|RAB1B_HUMAN	Ras-related protein Rab-1B OS=Homo sapiens GN=RAB1B PE=1 SV=1	HUMAN	0					
160	0	0.57	9.26600024104118	4.24700006842613	0	sp|Q9BZG1|RAB34_HUMAN	Ras-related protein Rab-34 OS=Homo sapiens GN=RAB34 PE=1 SV=1	HUMAN	0					
160	0	0.57	10.7600003480911	4.93299998342991	0	sp|Q96AX2|RAB37_HUMAN	Ras-related protein Rab-37 OS=Homo sapiens GN=RAB37 PE=1 SV=3	HUMAN	0					
160	0	0.57	14.4899994134903	5.31399995088577	0	sp|Q92930|RAB8B_HUMAN	Ras-related protein Rab-8B OS=Homo sapiens GN=RAB8B PE=1 SV=2	HUMAN	0					
160	0	0.57	18.5000002384186	5.49999997019768	0	sp|P61026|RAB10_HUMAN	Ras-related protein Rab-10 OS=Homo sapiens GN=RAB10 PE=1 SV=1	HUMAN	0					
160	0	0.57	16.9100001454353	5.31399995088577	0	sp|P61006|RAB8A_HUMAN	Ras-related protein Rab-8A OS=Homo sapiens GN=RAB8A PE=1 SV=1	HUMAN	0					
160	0	0.57	9.50200036168098	4.9770001322031	0	sp|P51159|RB27A_HUMAN	Ras-related protein Rab-27A OS=Homo sapiens GN=RAB27A PE=1 SV=3	HUMAN	0					
160	0	0.57	10.4999996721745	5.02300001680851	0	sp|O95716|RAB3D_HUMAN	Ras-related protein Rab-3D OS=Homo sapiens GN=RAB3D PE=1 SV=1	HUMAN	0					
160	0	0.57	11.9300000369549	5.04599995911121	0	sp|O00194|RB27B_HUMAN	Ras-related protein Rab-27B OS=Homo sapiens GN=RAB27B PE=1 SV=4	HUMAN	0					
160	0	0.57	5.28800003230572	5.28800003230572	0	sp|Q9NRW1|RAB6B_HUMAN	Ras-related protein Rab-6B OS=Homo sapiens GN=RAB6B PE=1 SV=1	HUMAN	0					
160	0	0.57	5.47300018370152	5.47300018370152	0	sp|Q9NP90|RAB9B_HUMAN	Ras-related protein Rab-9B OS=Homo sapiens GN=RAB9B PE=1 SV=1	HUMAN	0					
160	0	0.57	4.8030000180006	4.8030000180006	0	sp|Q9H082|RB33B_HUMAN	Ras-related protein Rab-33B OS=Homo sapiens GN=RAB33B PE=1 SV=1	HUMAN	0					
160	0	0.57	4.84599992632866	4.84599992632866	0	sp|Q96E17|RAB3C_HUMAN	Ras-related protein Rab-3C OS=Homo sapiens GN=RAB3C PE=2 SV=1	HUMAN	0					
160	0	0.57	5.16400001943111	5.16400001943111	0	sp|Q96DA2|RB39B_HUMAN	Ras-related protein Rab-39B OS=Homo sapiens GN=RAB39B PE=1 SV=1	HUMAN	0					
160	0	0.57	5.18900007009506	5.18900007009506	0	sp|Q86YS6|RAB43_HUMAN	Ras-related protein Rab-43 OS=Homo sapiens GN=RAB43 PE=1 SV=1	HUMAN	0					
160	0	0.57	4.50799986720085	4.50799986720085	0	sp|Q6IQ22|RAB12_HUMAN	Ras-related protein Rab-12 OS=Homo sapiens GN=RAB12 PE=1 SV=3	HUMAN	0					
160	0	0.57	4.95500005781651	4.95500005781651	0	sp|Q5JT25|RAB41_HUMAN	Ras-related protein Rab-41 OS=Homo sapiens GN=RAB41 PE=1 SV=2	HUMAN	0					
160	0	0.57	5.41899986565113	5.41899986565113	0	sp|Q15771|RAB30_HUMAN	Ras-related protein Rab-30 OS=Homo sapiens GN=RAB30 PE=1 SV=2	HUMAN	0					
160	0	0.57	5.47300018370152	5.47300018370152	0	sp|Q15286|RAB35_HUMAN	Ras-related protein Rab-35 OS=Homo sapiens GN=RAB35 PE=1 SV=1	HUMAN	0					
160	0	0.57	5.06899990141392	5.06899990141392	0	sp|Q14964|RB39A_HUMAN	Ras-related protein Rab-39A OS=Homo sapiens GN=RAB39A PE=1 SV=2	HUMAN	0					
160	0	0.57	5.36600016057491	5.36600016057491	0	sp|P62820|RAB1A_HUMAN	Ras-related protein Rab-1A OS=Homo sapiens GN=RAB1A PE=1 SV=3	HUMAN	0					
160	0	0.57	5.11600002646446	5.11600002646446	0	sp|P61106|RAB14_HUMAN	Ras-related protein Rab-14 OS=Homo sapiens GN=RAB14 PE=1 SV=4	HUMAN	0					
160	0	0.57	5.16400001943111	5.16400001943111	0	sp|P61018|RAB4B_HUMAN	Ras-related protein Rab-4B OS=Homo sapiens GN=RAB4B PE=1 SV=1	HUMAN	0					
160	0	0.57	5.18900007009506	5.18900007009506	0	sp|P59190|RAB15_HUMAN	Ras-related protein Rab-15 OS=Homo sapiens GN=RAB15 PE=1 SV=1	HUMAN	0					
160	0	0.57	5.28800003230572	5.28800003230572	0	sp|P20340|RAB6A_HUMAN	Ras-related protein Rab-6A OS=Homo sapiens GN=RAB6A PE=1 SV=3	HUMAN	0					
160	0	0.57	5.04599995911121	5.04599995911121	0	sp|P20338|RAB4A_HUMAN	Ras-related protein Rab-4A OS=Homo sapiens GN=RAB4A PE=1 SV=3	HUMAN	0					
160	0	0.57	5.02300001680851	5.02300001680851	0	sp|P20337|RAB3B_HUMAN	Ras-related protein Rab-3B OS=Homo sapiens GN=RAB3B PE=1 SV=2	HUMAN	0					
160	0	0.57	5.00000007450581	5.00000007450581	0	sp|P20336|RAB3A_HUMAN	Ras-related protein Rab-3A OS=Homo sapiens GN=RAB3A PE=1 SV=1	HUMAN	0					
161	0.55	0.55	25.780001282692	14.8399993777275	14.8399993777275	sp|P35268|RL22_HUMAN	60S ribosomal protein L22 OS=Homo sapiens GN=RPL22 PE=1 SV=2	HUMAN	1					
162	0.54	0.55	17.0900002121925	8.22800025343895	0	sp|P62280|RS11_HUMAN	40S ribosomal protein S11 OS=Homo sapiens GN=RPS11 PE=1 SV=3	HUMAN	0					
163	0.52	0.52	8.14199969172478	1.94700006395578	0	sp|Q53GS9|SNUT2_HUMAN	U4/U6.U5 tri-snRNP-associated protein 2 OS=Homo sapiens GN=USP39 PE=1 SV=2	HUMAN	0					
164	0.51	0.51	12.1500000357628	6.94399997591972	0	sp|Q02878|RL6_HUMAN	60S ribosomal protein L6 OS=Homo sapiens GN=RPL6 PE=1 SV=3	HUMAN	0					
165	0.49	0.49	3.53900007903576	2.74000000208616	0	sp|Q9BXP5|SRRT_HUMAN	Serrate RNA effector molecule homolog OS=Homo sapiens GN=SRRT PE=1 SV=1	HUMAN	0					
166	0.47	0.47	1.82799994945526	1.82799994945526	0	sp|Q9HAY6|BCDO1_HUMAN	Beta,beta-carotene 15,15'-dioxygenase OS=Homo sapiens GN=BCO1 PE=1 SV=1	HUMAN	0					
167	0.45	10.35	18.7199994921684	13.5199993848801	10.1099997758865	sp|P07900|HS90A_HUMAN	Heat shock protein HSP 90-alpha OS=Homo sapiens GN=HSP90AA1 PE=1 SV=5	HUMAN	5					
