N	Unused	Total	%Cov	%Cov(50)	%Cov(95)	Accession	Name	Species	Peptides(95%)			Biological Processes	Molecular Function	PANTHER ID
66	0	1.31	8.46199989318848	6.92299976944923	6.92299976944923	sp|P0C0S8|H2A1_HUMAN	Histone H2A type 1 OS=Homo sapiens GN=HIST1H2AG PE=1 SV=2	HUMAN	1					
66	0	1.31	8.46199989318848	6.92299976944923	6.92299976944923	sp|P04908|H2A1B_HUMAN	Histone H2A type 1-B/E OS=Homo sapiens GN=HIST1H2AB PE=1 SV=2	HUMAN	1					
66	0	1.31	6.87000006437302	6.87000006437302	6.87000006437302	sp|Q96QV6|H2A1A_HUMAN	Histone H2A type 1-A OS=Homo sapiens GN=HIST1H2AA PE=1 SV=3	HUMAN	1					
66	0	1.31	7.03099966049194	7.03099966049194	7.03099966049194	sp|Q71UI9|H2AV_HUMAN	Histone H2A.V OS=Homo sapiens GN=H2AFV PE=1 SV=3	HUMAN	1					
66	0	1.31	7.03099966049194	7.03099966049194	7.03099966049194	sp|P0C0S5|H2AZ_HUMAN	Histone H2A.Z OS=Homo sapiens GN=H2AFZ PE=1 SV=2	HUMAN	1					
67	1.28	1.28	18.58000010252	4.42500002682209	0	sp|P07355|ANXA2_HUMAN	Annexin A2 OS=Homo sapiens GN=ANXA2 PE=1 SV=2	HUMAN	0					
68	1.28	1.28	5.64900003373623	2.92899999767542	2.72000003606081	sp|O43670|ZN207_HUMAN	BUB3-interacting and GLEBS motif-containing protein ZNF207 OS=Homo sapiens GN=ZNF207 PE=1 SV=1	HUMAN	1					
69	1.19	1.19	23.5699996352196	4.18299995362759	4.18299995362759	sp|P62701|RS4X_HUMAN	40S ribosomal protein S4, X isoform OS=Homo sapiens GN=RPS4X PE=1 SV=2	HUMAN	1					
69	0	1.19	11.7899999022484	4.18299995362759	4.18299995362759	sp|Q8TD47|RS4Y2_HUMAN	40S ribosomal protein S4, Y isoform 2 OS=Homo sapiens GN=RPS4Y2 PE=2 SV=3	HUMAN	1					
69	0	1.19	11.7899999022484	4.18299995362759	4.18299995362759	sp|P22090|RS4Y1_HUMAN	40S ribosomal protein S4, Y isoform 1 OS=Homo sapiens GN=RPS4Y1 PE=1 SV=2	HUMAN	1					
70	1.16	1.16	7.92500004172325	2.83000003546476	2.83000003546476	sp|O75475|PSIP1_HUMAN	PC4 and SFRS1-interacting protein OS=Homo sapiens GN=PSIP1 PE=1 SV=1	HUMAN	1					
71	1.1	1.1	3.99999991059303	3.99999991059303	1.68399997055531	sp|P26368|U2AF2_HUMAN	Splicing factor U2AF 65 kDa subunit OS=Homo sapiens GN=U2AF2 PE=1 SV=4	HUMAN	1					
72	1.04	1.04	12.0200000703335	4.09200005233288	4.09200005233288	sp|P38159|RBMX_HUMAN	RNA-binding motif protein, X chromosome OS=Homo sapiens GN=RBMX PE=1 SV=3	HUMAN	1					
73	0.97	0.97	8.07999968528748	1.36399995535612	1.36399995535612	sp|Q14151|SAFB2_HUMAN	Scaffold attachment factor B2 OS=Homo sapiens GN=SAFB2 PE=1 SV=1	HUMAN	1					
74	0.89	0.89	5.84799982607365	5.84799982607365	5.84799982607365	sp|P19105|ML12A_HUMAN	Myosin regulatory light chain 12A OS=Homo sapiens GN=MYL12A PE=1 SV=2	HUMAN	1					
74	0	0.89	5.81399984657764	5.81399984657764	5.81399984657764	sp|O14950|ML12B_HUMAN	Myosin regulatory light chain 12B OS=Homo sapiens GN=MYL12B PE=1 SV=2	HUMAN	1					
75	0.88	0.88	9.07400026917458	3.99300009012222	3.99300009012222	sp|Q16630|CPSF6_HUMAN	Cleavage and polyadenylation specificity factor subunit 6 OS=Homo sapiens GN=CPSF6 PE=1 SV=2	HUMAN	1					
76	0.85	0.85	14.3700003623962	6.87500014901161	6.87500014901161	sp|P46778|RL21_HUMAN	60S ribosomal protein L21 OS=Homo sapiens GN=RPL21 PE=1 SV=2	HUMAN	1					
77	0.79	0.79	10.9399996697903	5.66000007092953	0	sp|Q8WTQ4|CP078_HUMAN	Uncharacterized protein C16orf78 OS=Homo sapiens GN=C16orf78 PE=2 SV=1	HUMAN	0					
78	0.72	0.72	16.1400005221367	6.5820001065731	0	sp|Q8N684|CPSF7_HUMAN	Cleavage and polyadenylation specificity factor subunit 7 OS=Homo sapiens GN=CPSF7 PE=1 SV=1	HUMAN	0					
79	0.71	0.71	5.60999996960163	0.685200002044439	0	sp|Q6P2Q9|PRP8_HUMAN	Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens GN=PRPF8 PE=1 SV=2	HUMAN	0					
80	0.67	0.67	2.62499991804361	2.62499991804361	0	RRRRRsp|O00622|CYR61_HUMAN	REVERSED Protein CYR61 OS=Homo sapiens GN=CYR61 PE=1 SV=1	HUMAN	0					
81	0.65	0.65	7.87900015711784	7.87900015711784	0	sp|P62937|PPIA_HUMAN	Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens GN=PPIA PE=1 SV=2	HUMAN	0					
82	0.64	0.64	40.1199996471405	8.13999995589256	0	sp|Q14011|CIRBP_HUMAN	Cold-inducible RNA-binding protein OS=Homo sapiens GN=CIRBP PE=1 SV=1	HUMAN	0					
83	0.62	0.62	3.78799997270107	1.89399998635054	0	sp|P14314|GLU2B_HUMAN	Glucosidase 2 subunit beta OS=Homo sapiens GN=PRKCSH PE=1 SV=2	HUMAN	0					
84	0.59	0.59	5.36400005221367	3.25700007379055	0	sp|Q9P258|RCC2_HUMAN	Protein RCC2 OS=Homo sapiens GN=RCC2 PE=1 SV=2	HUMAN	0					
85	0.57	0.57	6.6820003092289	0.650499993935227	0	RRRRRsp|Q14031|CO4A6_HUMAN	REVERSED Collagen alpha-6(IV) chain OS=Homo sapiens GN=COL4A6 PE=1 SV=3	HUMAN	0					
86	0.56	0.56	1.61700006574392	1.61700006574392	0	sp|P16070|CD44_HUMAN	CD44 antigen OS=Homo sapiens GN=CD44 PE=1 SV=3	HUMAN	0					
87	0.53	0.53	10.0199997425079	2.50400006771088	0	sp|P35908|K22E_HUMAN	Keratin, type II cytoskeletal 2 epidermal OS=Homo sapiens GN=KRT2 PE=1 SV=2	HUMAN	0					
88	0.53	0.53	3.2260000705719	2.23299991339445	0	sp|P39023|RL3_HUMAN	60S ribosomal protein L3 OS=Homo sapiens GN=RPL3 PE=1 SV=2	HUMAN	0					
89	0.52	0.53	5.25499992072582	1.7000000923872	0	sp|Q9UFC0|LRWD1_HUMAN	Leucine-rich repeat and WD repeat-containing protein 1 OS=Homo sapiens GN=LRWD1 PE=1 SV=2	HUMAN	0					
90	0.51	0.51	6.10099993646145	3.18300016224384	0	sp|P01860|IGHG3_HUMAN	Ig gamma-3 chain C region OS=Homo sapiens GN=IGHG3 PE=1 SV=2	HUMAN	0					
90	0	0.51	6.97000026702881	3.63599993288517	0	sp|P01857|IGHG1_HUMAN	Ig gamma-1 chain C region OS=Homo sapiens GN=IGHG1 PE=1 SV=1	HUMAN	0					
91	0.5	0.5	5.12799993157387	2.36699990928173	0	sp|P15289|ARSA_HUMAN	Arylsulfatase A OS=Homo sapiens GN=ARSA PE=1 SV=3	HUMAN	0					
92	0.49	0.49	2.90399994701147	2.90399994701147	0	sp|Q6ZMI3|GLDN_HUMAN	Gliomedin OS=Homo sapiens GN=GLDN PE=2 SV=1	HUMAN	0					
93	0.47	0.47	24.5800003409386	3.3330000936985	0	sp|P63162|RSMN_HUMAN	Small nuclear ribonucleoprotein-associated protein N OS=Homo sapiens GN=SNRPN PE=1 SV=1	HUMAN	0					
93	0	0.47	24.5800003409386	3.3330000936985	0	sp|P14678|RSMB_HUMAN	Small nuclear ribonucleoprotein-associated proteins B and B' OS=Homo sapiens GN=SNRPB PE=1 SV=2	HUMAN	0					
94	0.47	0.47	5.72200007736683	1.90699994564056	0	RRRRRsp|Q8WYJ6|SEPT1_HUMAN	REVERSED Septin-1 OS=Homo sapiens GN=SEPT1 PE=1 SV=2	HUMAN	0					
95	0.45	0.45	8.8239997625351	4.90199998021126	0	sp|P46782|RS5_HUMAN	40S ribosomal protein S5 OS=Homo sapiens GN=RPS5 PE=1 SV=4	HUMAN	0					
96	0.44	0.44	8.44200029969215	8.44200029969215	0	RRRRRsp|Q9UHV9|PFD2_HUMAN	REVERSED Prefoldin subunit 2 OS=Homo sapiens GN=PFDN2 PE=1 SV=1	HUMAN	0					
97	0.42	0.42	13.8699993491173	3.89299988746643	0	sp|P38919|IF4A3_HUMAN	Eukaryotic initiation factor 4A-III OS=Homo sapiens GN=EIF4A3 PE=1 SV=4	HUMAN	0					
97	0	0.38	7.14299976825714	3.94099988043308	0	sp|P60842|IF4A1_HUMAN	Eukaryotic initiation factor 4A-I OS=Homo sapiens GN=EIF4A1 PE=1 SV=1	HUMAN	0					
97	0	0.38	3.93100008368492	3.93100008368492	0	sp|Q14240|IF4A2_HUMAN	Eukaryotic initiation factor 4A-II OS=Homo sapiens GN=EIF4A2 PE=1 SV=2	HUMAN	0					
98	0.41	0.41	7.69200026988983	4.73399981856346	0	sp|P40926|MDHM_HUMAN	Malate dehydrogenase, mitochondrial OS=Homo sapiens GN=MDH2 PE=1 SV=3	HUMAN	0					
99	0.39	0.39	1.45199997350574	1.45199997350574	0	sp|P19525|E2AK2_HUMAN	Interferon-induced, double-stranded RNA-activated protein kinase OS=Homo sapiens GN=EIF2AK2 PE=1 SV=2	HUMAN	0					
100	0.38	0.38	8.06299969553947	1.36099997907877	0	sp|Q9Y2W1|TR150_HUMAN	Thyroid hormone receptor-associated protein 3 OS=Homo sapiens GN=THRAP3 PE=1 SV=2	HUMAN	0					
101	0.37	0.37	2.61599998921156	0.480500003322959	0	RRRRRsp|Q2PPJ7|RGPA2_HUMAN	REVERSED Ral GTPase-activating protein subunit alpha-2 OS=Homo sapiens GN=RALGAPA2 PE=1 SV=2	HUMAN	0					
102	0.36	0.37	4.45300005376339	4.45300005376339	0	sp|Q16653|MOG_HUMAN	Myelin-oligodendrocyte glycoprotein OS=Homo sapiens GN=MOG PE=1 SV=2	HUMAN	0					
103	0.36	0.36	6.6100001335144	1.54699999839067	0	sp|Q92945|FUBP2_HUMAN	Far upstream element-binding protein 2 OS=Homo sapiens GN=KHSRP PE=1 SV=4	HUMAN	0					
104	0.35	0.35	15.7399997115135	5.57399988174438	0	sp|Q13151|ROA0_HUMAN	Heterogeneous nuclear ribonucleoprotein A0 OS=Homo sapiens GN=HNRNPA0 PE=1 SV=1	HUMAN	0					
105	0.33	0.33	9.307000041008	5.74299991130829	0	sp|P30101|PDIA3_HUMAN	Protein disulfide-isomerase A3 OS=Homo sapiens GN=PDIA3 PE=1 SV=4	HUMAN	0					
106	0.32	0.33	3.28599996864796	1.20500000193715	0	RRRRRsp|O75061|AUXI_HUMAN	REVERSED Putative tyrosine-protein phosphatase auxilin OS=Homo sapiens GN=DNAJC6 PE=1 SV=3	HUMAN	0					
107	0.32	0.32	13.459999859333	7.21200034022331	0	sp|P62241|RS8_HUMAN	40S ribosomal protein S8 OS=Homo sapiens GN=RPS8 PE=1 SV=2	HUMAN	0					
108	0.3	0.3	9.15800034999847	1.78900007158518	0	sp|Q9H0D6|XRN2_HUMAN	5'-3' exoribonuclease 2 OS=Homo sapiens GN=XRN2 PE=1 SV=1	HUMAN	0					
109	0.29	0.29	1.77100002765656	0.948799960315228	0	RRRRRsp|O94911|ABCA8_HUMAN	REVERSED ATP-binding cassette sub-family A member 8 OS=Homo sapiens GN=ABCA8 PE=1 SV=3	HUMAN	0					
110	0.27	0.27	6.8400003015995	2.59399991482496	0	RRRRRsp|Q96BI1|S22AI_HUMAN	REVERSED Solute carrier family 22 member 18 OS=Homo sapiens GN=SLC22A18 PE=1 SV=3	HUMAN	0					
111	0.26	0.78	82.7600002288818	56.9000005722046	0	cont|000094	gi|442595|pdb|1AAL|A Chain A, Bovine Pancreatic Trypsin Inhibitor (Bpti, Basic) Mutant With Cys 30 Replaced By Val And Cys 51 Replaced By Ala (C30v,C51a) [Bos taurus (contaminant)]	Bos taurus (contaminant)	0					
112	0.24	0.24	6.32499977946281	6.32499977946281	0	sp|Q99729|ROAA_HUMAN	Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens GN=HNRNPAB PE=1 SV=2	HUMAN	0					
113	0.23	0.23	2.53599993884563	2.53599993884563	0	RRRRRsp|A7E2F4|GOG8A_HUMAN	REVERSED Golgin subfamily A member 8A OS=Homo sapiens GN=GOLGA8A PE=2 SV=3	HUMAN	0					
114	0.22	0.22	4.5159999281168	4.5159999281168	0	sp|Q9BUB5|MKNK1_HUMAN	MAP kinase-interacting serine/threonine-protein kinase 1 OS=Homo sapiens GN=MKNK1 PE=1 SV=1	HUMAN	0					
115	0.21	2	15.0299996137619	3.4680001437664	3.4680001437664	sp|P31942|HNRH3_HUMAN	Heterogeneous nuclear ribonucleoprotein H3 OS=Homo sapiens GN=HNRNPH3 PE=1 SV=2	HUMAN	1					
116	0.21	0.21	8.92200022935867	2.60199997574091	0	sp|Q86TJ5|ZN554_HUMAN	Zinc finger protein 554 OS=Homo sapiens GN=ZNF554 PE=2 SV=1	HUMAN	0					
117	0.19	0.19	7.27299973368645	7.27299973368645	0	sp|P18077|RL35A_HUMAN	60S ribosomal protein L35a OS=Homo sapiens GN=RPL35A PE=1 SV=2	HUMAN	0					
118	0.18	0.18	17.2399997711182	7.58600011467934	0	sp|Q9UNX3|RL26L_HUMAN	60S ribosomal protein L26-like 1 OS=Homo sapiens GN=RPL26L1 PE=1 SV=1	HUMAN	0					
118	0	0.18	17.2399997711182	7.58600011467934	0	sp|P61254|RL26_HUMAN	60S ribosomal protein L26 OS=Homo sapiens GN=RPL26 PE=1 SV=1	HUMAN	0					
119	0.18	0.18	17.6499992609024	8.08800011873245	0	sp|P84243|H33_HUMAN	Histone H3.3 OS=Homo sapiens GN=H3F3A PE=1 SV=2	HUMAN	0					
119	0	0.18	8.08800011873245	8.08800011873245	0	sp|Q71DI3|H32_HUMAN	Histone H3.2 OS=Homo sapiens GN=HIST2H3A PE=1 SV=3	HUMAN	0					
119	0	0.18	8.08800011873245	8.08800011873245	0	sp|Q16695|H31T_HUMAN	Histone H3.1t OS=Homo sapiens GN=HIST3H3 PE=1 SV=3	HUMAN	0					
119	0	0.18	8.08800011873245	8.08800011873245	0	sp|P68431|H31_HUMAN	Histone H3.1 OS=Homo sapiens GN=HIST1H3A PE=1 SV=2	HUMAN	0					
120	0.17	0.17	3.65099981427193	1.5650000423193	0	sp|Q3C1V9|YK041_HUMAN	Putative uncharacterized protein ENSP00000334305 OS=Homo sapiens PE=5 SV=2	HUMAN	0					
121	0.16	0.16	4.13199998438358	2.14900001883507	0	sp|Q6IBW4|CNDH2_HUMAN	Condensin-2 complex subunit H2 OS=Homo sapiens GN=NCAPH2 PE=1 SV=1	HUMAN	0					
122	0.16	0.16	15.8199995756149	8.22800025343895	0	sp|P62280|RS11_HUMAN	40S ribosomal protein S11 OS=Homo sapiens GN=RPS11 PE=1 SV=3	HUMAN	0					
123	0.15	0.15	5.02899996936321	1.16100003942847	0	sp|Q9Y2L6|FRM4B_HUMAN	FERM domain-containing protein 4B OS=Homo sapiens GN=FRMD4B PE=1 SV=4	HUMAN	0					
124	0.15	0.15	0.735499989241362	0.159899995196611	0	sp|Q7Z5P9|MUC19_HUMAN	Mucin-19 OS=Homo sapiens GN=MUC19 PE=1 SV=2	HUMAN	0					
125	0.14	0.14	5.10299988090992	0.921299960464239	0	sp|Q9UQ26|RIMS2_HUMAN	Regulating synaptic membrane exocytosis protein 2 OS=Homo sapiens GN=RIMS2 PE=1 SV=2	HUMAN	0					
126	0.14	0.14	23.8100007176399	7.14299976825714	0	sp|Q99880|H2B1L_HUMAN	Histone H2B type 1-L OS=Homo sapiens GN=HIST1H2BL PE=1 SV=3	HUMAN	0					
126	0	0.14	23.8100007176399	7.14299976825714	0	sp|Q99877|H2B1N_HUMAN	Histone H2B type 1-N OS=Homo sapiens GN=HIST1H2BN PE=1 SV=3	HUMAN	0					
126	0	0.14	23.8100007176399	7.14299976825714	0	sp|Q93079|H2B1H_HUMAN	Histone H2B type 1-H OS=Homo sapiens GN=HIST1H2BH PE=1 SV=3	HUMAN	0					
126	0	0.14	23.8100007176399	7.14299976825714	0	sp|P62807|H2B1C_HUMAN	Histone H2B type 1-C/E/F/G/I OS=Homo sapiens GN=HIST1H2BC PE=1 SV=4	HUMAN	0					
126	0	0.14	23.8100007176399	7.14299976825714	0	sp|P58876|H2B1D_HUMAN	Histone H2B type 1-D OS=Homo sapiens GN=HIST1H2BD PE=1 SV=2	HUMAN	0					
126	0	0.14	23.8100007176399	7.14299976825714	0	sp|P57053|H2BFS_HUMAN	Histone H2B type F-S OS=Homo sapiens GN=H2BFS PE=1 SV=2	HUMAN	0					
126	0	0.14	23.8100007176399	7.14299976825714	0	sp|O60814|H2B1K_HUMAN	Histone H2B type 1-K OS=Homo sapiens GN=HIST1H2BK PE=1 SV=3	HUMAN	0					
126	0	0.14	17.4600005149841	7.14299976825714	0	sp|Q99879|H2B1M_HUMAN	Histone H2B type 1-M OS=Homo sapiens GN=HIST1H2BM PE=1 SV=3	HUMAN	0					
126	0	0.14	13.4900003671646	7.14299976825714	0	sp|Q8N257|H2B3B_HUMAN	Histone H2B type 3-B OS=Homo sapiens GN=HIST3H2BB PE=1 SV=3	HUMAN	0					
126	0	0.14	17.4600005149841	7.14299976825714	0	sp|Q5QNW6|H2B2F_HUMAN	Histone H2B type 2-F OS=Homo sapiens GN=HIST2H2BF PE=1 SV=3	HUMAN	0					
126	0	0.14	13.4900003671646	7.14299976825714	0	sp|Q16778|H2B2E_HUMAN	Histone H2B type 2-E OS=Homo sapiens GN=HIST2H2BE PE=1 SV=3	HUMAN	0					
126	0	0.14	13.4900003671646	7.14299976825714	0	sp|P23527|H2B1O_HUMAN	Histone H2B type 1-O OS=Homo sapiens GN=HIST1H2BO PE=1 SV=3	HUMAN	0					
126	0	0.14	13.4900003671646	7.14299976825714	0	sp|P06899|H2B1J_HUMAN	Histone H2B type 1-J OS=Homo sapiens GN=HIST1H2BJ PE=1 SV=3	HUMAN	0					
126	0	0.14	7.08699971437454	7.08699971437454	0	sp|Q96A08|H2B1A_HUMAN	Histone H2B type 1-A OS=Homo sapiens GN=HIST1H2BA PE=1 SV=3	HUMAN	0					
126	0	0.14	7.14299976825714	7.14299976825714	0	sp|P33778|H2B1B_HUMAN	Histone H2B type 1-B OS=Homo sapiens GN=HIST1H2BB PE=1 SV=2	HUMAN	0					
127	0.14	0.14	18.4799998998642	4.73899990320206	0	sp|P26373|RL13_HUMAN	60S ribosomal protein L13 OS=Homo sapiens GN=RPL13 PE=1 SV=4	HUMAN	0					
128	0.14	0.14	2.60099992156029	2.60099992156029	0	sp|P00540|MOS_HUMAN	Proto-oncogene serine/threonine-protein kinase mos OS=Homo sapiens GN=MOS PE=1 SV=1	HUMAN	0					
129	0.13	0.13	25.1700013875961	10.5999998748302	0	sp|P62263|RS14_HUMAN	40S ribosomal protein S14 OS=Homo sapiens GN=RPS14 PE=1 SV=3	HUMAN	0					
130	0.13	0.13	6.581000238657	1.92600004374981	0	sp|O60506|HNRPQ_HUMAN	Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens GN=SYNCRIP PE=1 SV=2	HUMAN	0					
130	0	0.13	4.10699993371964	1.89599990844727	0	sp|O43390|HNRPR_HUMAN	Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens GN=HNRNPR PE=1 SV=1	HUMAN	0					
131	0.13	0.13	0.921900011599064	0.921900011599064	0	sp|Q9NZM1|MYOF_HUMAN	Myoferlin OS=Homo sapiens GN=MYOF PE=1 SV=1	HUMAN	0					
132	0.12	0.12	2.29299999773502	0.450500007718802	0	RRRRRsp|Q92793|CBP_HUMAN	REVERSED CREB-binding protein OS=Homo sapiens GN=CREBBP PE=1 SV=3	HUMAN	0					
133	0.12	0.12	5.27499988675117	2.06400007009506	0	RRRRRsp|O60813|PRA11_HUMAN	REVERSED PRAME family member 11 OS=Homo sapiens GN=PRAMEF11 PE=2 SV=4	HUMAN	0					
134	0.12	0.12	13.3900001645088	13.3900001645088	0	sp|Q96EL3|RM53_HUMAN	39S ribosomal protein L53, mitochondrial OS=Homo sapiens GN=MRPL53 PE=1 SV=1	HUMAN	0					
135	0.11	0.11	50	6.0979999601841	0	sp|P84103|SRSF3_HUMAN	Serine/arginine-rich splicing factor 3 OS=Homo sapiens GN=SRSF3 PE=1 SV=1	HUMAN	0					
136	0.11	0.11	2.87100002169609	2.87100002169609	0	sp|P53677|AP3M2_HUMAN	AP-3 complex subunit mu-2 OS=Homo sapiens GN=AP3M2 PE=2 SV=1	HUMAN	0					
137	0.11	0.11	5.49499988555908	5.49499988555908	0	RRRRRsp|Q96DN0|ERP27_HUMAN	REVERSED Endoplasmic reticulum resident protein 27 OS=Homo sapiens GN=ERP27 PE=1 SV=1	HUMAN	0					
138	0.1	0.1	2.24600005894899	0.695199985057116	0	sp|Q9H7D0|DOCK5_HUMAN	Dedicator of cytokinesis protein 5 OS=Homo sapiens GN=DOCK5 PE=1 SV=3	HUMAN	0					
139	0.1	0.1	9.09100025892258	3.2260000705719	0	sp|O95400|CD2B2_HUMAN	CD2 antigen cytoplasmic tail-binding protein 2 OS=Homo sapiens GN=CD2BP2 PE=1 SV=1	HUMAN	0					
140	0.1	0.1	1.09099997207522	1.09099997207522	0	sp|O94779|CNTN5_HUMAN	Contactin-5 OS=Homo sapiens GN=CNTN5 PE=1 SV=2	HUMAN	0					
141	0.1	0.1	3.3330000936985	3.3330000936985	0	RRRRRsp|P15927|RFA2_HUMAN	REVERSED Replication protein A 32 kDa subunit OS=Homo sapiens GN=RPA2 PE=1 SV=1	HUMAN	0					
142	0.09	0.09	5.22900000214577	2.22200006246567	0	RRRRRsp|Q9ULC8|ZDHC8_HUMAN	REVERSED Probable palmitoyltransferase ZDHHC8 OS=Homo sapiens GN=ZDHHC8 PE=1 SV=3	HUMAN	0					
143	0.09	0.09	2.03399993479252	2.03399993479252	0	sp|Q8N865|CG031_HUMAN	Uncharacterized protein C7orf31 OS=Homo sapiens GN=C7orf31 PE=1 SV=3	HUMAN	0					
144	0.09	0.09	3.32099981606007	3.32099981606007	0	sp|Q13162|PRDX4_HUMAN	Peroxiredoxin-4 OS=Homo sapiens GN=PRDX4 PE=1 SV=1	HUMAN	0					
145	0.08	0.09	1.00699998438358	1.00699998438358	0	sp|Q9Y4E6|WDR7_HUMAN	WD repeat-containing protein 7 OS=Homo sapiens GN=WDR7 PE=1 SV=2	HUMAN	0					
146	0.08	0.09	1.31299998611212	1.31299998611212	0	RRRRRsp|Q9Y6A5|TACC3_HUMAN	REVERSED Transforming acidic coiled-coil-containing protein 3 OS=Homo sapiens GN=TACC3 PE=1 SV=1	HUMAN	0					
147	0.08	0.08	3.09299994260073	0.705400016158819	0	RRRRRsp|Q702N8|XIRP1_HUMAN	REVERSED Xin actin-binding repeat-containing protein 1 OS=Homo sapiens GN=XIRP1 PE=1 SV=1	HUMAN	0					
148	0.08	0.08	1.77699998021126	0.744999991729856	0	sp|P25940|CO5A3_HUMAN	Collagen alpha-3(V) chain OS=Homo sapiens GN=COL5A3 PE=1 SV=3	HUMAN	0					
149	0.08	0.08	4.33400012552738	1.60499997437	0	sp|O94819|KBTBB_HUMAN	Kelch repeat and BTB domain-containing protein 11 OS=Homo sapiens GN=KBTBD11 PE=1 SV=1	HUMAN	0					
150	0.08	0.08	3.0239999294281	3.0239999294281	0	sp|Q6NXR0|IIGP5_HUMAN	Interferon-inducible GTPase 5 OS=Homo sapiens GN=IRGC PE=2 SV=1	HUMAN	0					
151	0.07	0.08	2.98500005155802	1.49299995973706	0	sp|Q96CN5|LRC45_HUMAN	Leucine-rich repeat-containing protein 45 OS=Homo sapiens GN=LRRC45 PE=1 SV=1	HUMAN	0					
152	0.07	0.08	3.99999991059303	3.99999991059303	0	RRRRRsp|Q7Z7K6|CENPV_HUMAN	REVERSED Centromere protein V OS=Homo sapiens GN=CENPV PE=1 SV=1	HUMAN	0					
153	0.06	0.06	15.2400001883507	2.57500000298023	2.57500000298023	sp|Q13283|G3BP1_HUMAN	Ras GTPase-activating protein-binding protein 1 OS=Homo sapiens GN=G3BP1 PE=1 SV=1	HUMAN	2					
154	0.06	0.06	8.73500034213066	2.10800003260374	0	sp|P02545|LMNA_HUMAN	Prelamin-A/C OS=Homo sapiens GN=LMNA PE=1 SV=1	HUMAN	0					
155	0.06	0.06	2.12600007653236	0	0	sp|O75970|MPDZ_HUMAN	Multiple PDZ domain protein OS=Homo sapiens GN=MPDZ PE=1 SV=2	HUMAN	0					
156	0.06	0.06	0.605300022289157	0.605300022289157	0	sp|Q15878|CAC1E_HUMAN	Voltage-dependent R-type calcium channel subunit alpha-1E OS=Homo sapiens GN=CACNA1E PE=1 SV=3	HUMAN	0					
157	0.05	0.05	1.67500004172325	0	0	RRRRRsp|Q7Z2Z1|TICRR_HUMAN	REVERSED Treslin OS=Homo sapiens GN=TICRR PE=1 SV=2	HUMAN	0					
158	0.05	0.05	4.37600016593933	0	0	sp|Q5VTJ3|KLD7A_HUMAN	Kelch domain-containing protein 7A OS=Homo sapiens GN=KLHDC7A PE=1 SV=5	HUMAN	0					
159	0.05	0.05	14.1000002622604	5.28599992394447	0	sp|O43809|CPSF5_HUMAN	Cleavage and polyadenylation specificity factor subunit 5 OS=Homo sapiens GN=NUDT21 PE=1 SV=1	HUMAN	0					
160	0.05	0.05	0.961000006645918	0	0	RRRRRsp|Q8NDM7|CFA43_HUMAN	REVERSED Cilia- and flagella-associated protein 43 OS=Homo sapiens GN=CFAP43 PE=2 SV=3	HUMAN	0					
161	0.05	0.05	0.934599991887808	0	0	sp|Q13107|UBP4_HUMAN	Ubiquitin carboxyl-terminal hydrolase 4 OS=Homo sapiens GN=USP4 PE=1 SV=3	HUMAN	0					
162	0.05	0.05	4.76199984550476	0	0	sp|O60359|CCG3_HUMAN	Voltage-dependent calcium channel gamma-3 subunit OS=Homo sapiens GN=CACNG3 PE=2 SV=1	HUMAN	0					
